,Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
549,6/28/2019,151737,Male,33.0,Married,Wyoming,Basic,workers,Other,1.0,675.92
550,6/28/2019,151738,Female,69.0,Single,Oregon,Gold,workers,Other,1.0,837.71
551,6/28/2019,151739,Female,55.0,Single,Connecticut,Basic,Employees,Card,0.0,
552,6/28/2019,151740,Female,31.0,Married,Maine,Silver,Unemployment,PayPal,1.0,
553,6/29/2019,151741,Female,17.0,Married,Maryland,Basic,Employees,Card,1.0,660.88
554,6/30/2019,151742,Female,39.0,Single,California,Silver,Employees,Card,0.0,328.67
555,6/30/2019,151743,Male,52.0,Married,Arkansas,Basic,workers,Card,1.0,692.8
556,6/30/2019,151744,Male,51.0,Married,Oklahoma,Basic,Unemployment,Other,0.0,430.27
557,6/30/2019,151745,Female,17.0,Single,Wisconsin,Silver,Employees,PayPal,1.0,
558,6/30/2019,151746,Male,48.0,Married,Kansas,Basic,workers,Card,1.0,1062.23
559,7/1/2019,151747,Male,71.0,Married,North Carolina,Basic,Employees,Card,1.0,2886.21
560,7/1/2019,151748,Female,52.0,Married,Washington,Missing,workers,PayPal,1.0,1799.67
561,7/1/2019,151749,Male,40.0,Single,Vermont,Basic,self-employed,PayPal,,459.73
562,7/1/2019,151750,Female,17.0,Married,Vermont,Basic,workers,Card,1.0,246.28
563,7/2/2019,151751,Female,42.0,Single,Delaware,Basic,Unemployment,Card,0.0,977.8
564,7/3/2019,151752,Male,43.0,Single,Virginia,Basic,self-employed,PayPal,0.0,1070.56
565,7/3/2019,151753,Male,49.0,Married,Missouri,Missing,Unemployment,PayPal,1.0,1414.92
566,7/4/2019,151754,Male,50.0,Married,Louisiana,Basic,workers,PayPal,1.0,834.24
567,7/4/2019,151755,Male,74.0,Married,South Dakota,Basic,Employees,Card,1.0,
568,7/4/2019,151756,Male,46.0,Single,South Carolina,Gold,workers,PayPal,0.0,2.16
569,7/4/2019,151757,Female,20.0,Single,Kansas,Platinum,self-employed,PayPal,0.0,
570,7/5/2019,151758,Female,41.0,Single,Texas,Basic,Employees,Card,1.0,1608.42
571,7/5/2019,151759,Male,36.0,Single,West Virginia,Silver,Employees,Card,0.0,1642.21
572,7/5/2019,151760,Female,61.0,Married,Kansas,Basic,self-employed,Other,1.0,1699.31
573,7/5/2019,151761,Male,47.0,Single,Vermont,Gold,self-employed,PayPal,0.0,2923.63
574,7/6/2019,151762,Female,37.0,Married,Maryland,Basic,workers,Card,0.0,614.83
575,7/6/2019,151763,Male,64.0,Married,Washington,Silver,Employees,Other,1.0,2757.65
576,7/6/2019,151764,Male,38.0,Married,Delaware,Basic,workers,Card,0.0,926.55
577,7/7/2019,151765,Male,34.0,Married,South Dakota,Basic,,PayPal,1.0,786.73
578,7/7/2019,151766,Female,20.0,Single,Oregon,Missing,Employees,PayPal,1.0,1535.36
579,7/7/2019,151767,,16.0,Married,California,Basic,workers,Other,1.0,2848.56
580,7/8/2019,151768,Male,49.0,Single,Indiana,Silver,workers,PayPal,1.0,789.08
581,7/9/2019,151769,Female,47.0,Married,Alaska,Basic,workers,Card,1.0,1988.38
582,7/9/2019,151770,Female,37.0,Married,Missouri,Silver,,Card,0.0,1624.95
583,7/10/2019,151771,Male,,Single,Kentucky,Basic,Employees,Card,1.0,61.35
584,7/10/2019,151772,Male,50.0,Married,New Hampshire,Basic,Employees,PayPal,1.0,1775.72
585,7/11/2019,151773,Male,43.0,Single,Maryland,Platinum,self-employed,PayPal,1.0,1720.85
586,7/12/2019,151774,Male,66.0,Single,Montana,Basic,Employees,Card,1.0,2549.44
587,7/12/2019,151775,Male,19.0,Married,Wisconsin,Basic,workers,Other,0.0,2909.2
588,7/13/2019,151776,Female,37.0,Married,Ohio,Basic,Unemployment,Card,1.0,
589,7/13/2019,151777,Male,51.0,Single,North Carolina,Missing,Employees,PayPal,1.0,2997.15
590,7/13/2019,151778,Male,24.0,Single,Washington,Platinum,workers,PayPal,0.0,2042.64
591,7/14/2019,151779,Male,32.0,Single,Massachusetts,Gold,workers,PayPal,1.0,2453.04
592,7/15/2019,151780,Male,15.0,Single,Michigan,Missing,Employees,Other,,547.09
593,7/15/2019,151781,Male,46.0,Married,Nevada,Basic,self-employed,Other,1.0,681.71
594,7/16/2019,151782,Female,60.0,Married,Hawaii,Basic,Employees,Card,0.0,1601.24
595,7/16/2019,151783,Female,43.0,Single,Hawaii,Gold,self-employed,Card,0.0,1450.98
596,7/16/2019,151784,Female,46.0,Married,Georgia,Basic,workers,PayPal,1.0,
597,7/17/2019,151785,Female,62.0,Married,Wisconsin,Basic,Employees,Card,1.0,84.67
598,7/17/2019,151786,Male,39.0,Married,Colorado,Basic,Employees,PayPal,1.0,2917.66
599,7/17/2019,151787,Female,73.0,Single,Oregon,Basic,Employees,Card,0.0,2041.54
600,7/17/2019,151788,Male,38.0,Married,Arizona,Basic,workers,PayPal,1.0,1710.21
601,7/17/2019,151789,Male,71.0,Married,Louisiana,Silver,Employees,Card,1.0,2548.2
602,7/17/2019,151790,Male,54.0,Married,Nevada,Basic,self-employed,PayPal,0.0,1115.13
603,7/17/2019,151791,Female,34.0,Married,Washington,Basic,Employees,Other,,489.78
604,7/17/2019,151792,Female,42.0,Married,Michigan,Basic,Employees,Card,1.0,2775.69
605,7/17/2019,151793,Female,27.0,Married,Arkansas,Basic,workers,Other,1.0,
606,7/18/2019,151794,Female,25.0,Single,Georgia,Basic,self-employed,Card,1.0,1381.78
607,7/18/2019,151795,Male,16.0,Married,Illinois,Basic,Employees,Card,0.0,
608,7/18/2019,151796,Male,34.0,Single,Oregon,Basic,workers,Other,0.0,581.83
609,7/19/2019,151797,Male,71.0,Single,Kentucky,Basic,workers,PayPal,0.0,2037.59
610,7/19/2019,151798,Female,75.0,Single,Colorado,Basic,self-employed,Card,1.0,836.55
611,7/19/2019,151799,Female,18.0,Single,West Virginia,Basic,workers,PayPal,1.0,
612,7/19/2019,151800,Female,46.0,Single,Alabama,Silver,Employees,Card,1.0,
613,7/19/2019,151801,Female,56.0,Single,Nebraska,Silver,workers,PayPal,1.0,1234.26
614,7/20/2019,151802,Male,32.0,Single,Florida,Gold,Employees,PayPal,0.0,1504.25
615,7/20/2019,151803,Male,24.0,Married,New Hampshire,Platinum,workers,Card,0.0,897.1
616,7/21/2019,151804,Female,46.0,Married,Oregon,Platinum,Employees,Card,1.0,1746.47
617,7/21/2019,151805,Male,43.0,Married,Alabama,Silver,Employees,PayPal,1.0,87.88
618,7/21/2019,151806,Male,18.0,Single,Illinois,Platinum,Employees,Other,0.0,1650.69
619,7/21/2019,151807,Male,21.0,Married,Georgia,Basic,workers,PayPal,1.0,2611.18
620,7/21/2019,151808,Male,64.0,Married,Arkansas,Silver,workers,Card,1.0,1760.23
621,7/22/2019,151809,Male,54.0,Single,Arizona,Platinum,self-employed,Other,0.0,1860.03
622,7/22/2019,151810,Female,15.0,Single,Montana,Platinum,Unemployment,Card,0.0,2754.9
623,7/23/2019,151811,Female,24.0,Married,Alabama,Basic,workers,PayPal,0.0,270.93
624,7/23/2019,151812,,53.0,Married,Wisconsin,Silver,workers,PayPal,1.0,467.43
625,7/23/2019,151813,Female,67.0,Single,Utah,Basic,self-employed,Card,0.0,1364.98
626,7/23/2019,151814,Female,36.0,Single,Vermont,Silver,Employees,Card,1.0,
627,7/23/2019,151815,Female,68.0,Single,Michigan,Basic,workers,PayPal,1.0,104.54
628,7/23/2019,151816,Female,43.0,Married,South Dakota,Basic,self-employed,Other,1.0,2527.24
629,7/24/2019,151817,Male,64.0,Married,Idaho,Silver,workers,PayPal,1.0,1935.35
630,7/25/2019,151818,Female,46.0,Single,Missouri,Basic,Unemployment,Card,0.0,129.95
631,7/25/2019,151819,Male,75.0,Married,Delaware,Silver,self-employed,Card,1.0,
632,7/25/2019,151820,Female,41.0,Single,Hawaii,Basic,self-employed,PayPal,1.0,2623.07
633,7/25/2019,151821,Female,77.0,Single,Utah,Gold,workers,Other,1.0,1902.46
634,7/25/2019,151822,Female,38.0,Single,New Hampshire,Gold,self-employed,PayPal,1.0,1873.51
635,7/26/2019,151823,Female,50.0,Married,Vermont,Gold,workers,Other,1.0,1349.31
636,7/26/2019,151824,Female,46.0,Married,Ohio,Platinum,workers,Card,1.0,2081.86
637,7/27/2019,151825,Male,64.0,Married,Louisiana,Platinum,workers,Card,0.0,841.44
638,7/27/2019,151826,Male,67.0,Single,Nebraska,Gold,workers,PayPal,0.0,
639,7/28/2019,151827,Male,62.0,Single,Oregon,Platinum,workers,Other,,767.69
640,7/28/2019,151828,Male,69.0,Married,Oregon,Basic,Employees,Other,1.0,306.16
641,7/28/2019,151829,Male,59.0,Married,Maryland,Basic,self-employed,PayPal,0.0,533.64
642,7/28/2019,151830,Male,39.0,Married,Montana,Platinum,Unemployment,Other,0.0,
643,7/29/2019,151831,Female,40.0,Married,Florida,Platinum,workers,PayPal,1.0,696.84
644,7/29/2019,151832,Female,75.0,Single,Michigan,Basic,workers,PayPal,0.0,169.82
645,7/29/2019,151833,Female,40.0,Married,South Dakota,Basic,self-employed,PayPal,1.0,
646,7/29/2019,151834,Female,54.0,Married,Hawaii,Basic,workers,Other,,1208.94
647,7/29/2019,151835,Male,45.0,Married,Tennessee,Missing,Employees,PayPal,1.0,117.56
648,7/29/2019,151836,Male,36.0,Married,Washington,Silver,workers,Card,1.0,2055.39
649,7/30/2019,151837,Female,40.0,Single,Illinois,Basic,Unemployment,PayPal,1.0,1160.65
650,7/30/2019,151838,Female,68.0,Married,Arkansas,Silver,workers,PayPal,1.0,1044.78
651,7/30/2019,151839,Female,55.0,Single,Connecticut,Gold,workers,Other,1.0,2776.96
652,7/31/2019,151840,Male,32.0,Single,Arizona,Silver,Unemployment,PayPal,0.0,762.74
653,7/31/2019,151841,Female,72.0,Single,New Mexico,Basic,self-employed,PayPal,1.0,1717.11
654,8/1/2019,151842,Female,62.0,Single,Minnesota,Platinum,Unemployment,Other,1.0,1650.65
655,8/1/2019,151843,Female,55.0,Married,Pennsylvania,Basic,Unemployment,Other,1.0,2917.55
656,8/2/2019,151844,Female,18.0,Single,Michigan,Missing,self-employed,PayPal,0.0,1689.33
657,8/2/2019,151845,Female,,Single,Vermont,Platinum,workers,PayPal,1.0,436.52
658,8/2/2019,151846,Female,53.0,Married,Oklahoma,Silver,Employees,PayPal,0.0,279.19
659,8/3/2019,151847,Male,61.0,Single,Hawaii,Basic,workers,Other,1.0,2863.09
660,8/3/2019,151848,,15.0,Married,Tennessee,Platinum,self-employed,PayPal,1.0,1921.83
661,8/5/2019,151849,Male,24.0,Married,Rhode Island,Basic,workers,Card,1.0,1157.79
662,8/5/2019,151850,Female,73.0,Single,New York,Silver,Employees,PayPal,0.0,
663,8/5/2019,151851,Male,24.0,Married,North Dakota,Silver,Employees,PayPal,0.0,1802.33
664,8/5/2019,151852,Female,35.0,Married,Connecticut,Gold,Employees,PayPal,0.0,702.87
665,8/5/2019,151853,Female,65.0,Married,Arizona,Platinum,workers,PayPal,0.0,1534.1
666,8/5/2019,151854,Male,35.0,Single,Indiana,Missing,Unemployment,PayPal,1.0,1357.68
667,8/6/2019,151855,Female,22.0,Married,Michigan,Gold,Employees,PayPal,0.0,2960.52
668,8/6/2019,151856,Female,15.0,Married,Florida,Basic,Employees,Other,1.0,756.95
669,8/6/2019,151857,Female,65.0,Married,West Virginia,Basic,workers,PayPal,1.0,264.74
670,8/7/2019,151858,Male,65.0,Single,North Carolina,Missing,self-employed,PayPal,,1759.15
671,8/7/2019,151859,Female,63.0,Married,Massachusetts,Gold,self-employed,PayPal,1.0,2487.49
672,8/8/2019,151860,Male,47.0,Single,Arizona,Basic,Employees,Card,1.0,677.54
673,8/8/2019,151861,Female,38.0,Married,South Dakota,Platinum,Employees,PayPal,1.0,501.86
674,8/8/2019,151862,Female,42.0,Married,Minnesota,Platinum,workers,Card,,
675,8/8/2019,151863,Male,16.0,Single,New York,Silver,Employees,PayPal,1.0,1297.29
676,8/8/2019,151864,Male,57.0,Single,Massachusetts,Basic,Employees,PayPal,0.0,697.55
677,8/8/2019,151865,Male,55.0,Married,New Mexico,Basic,workers,Other,1.0,1121.06
678,8/8/2019,151866,Female,55.0,Single,North Carolina,Missing,workers,Other,1.0,391.88
679,8/9/2019,151867,Female,28.0,Single,Utah,Platinum,Unemployment,PayPal,1.0,945.26
680,8/10/2019,151868,Female,37.0,Married,Montana,Basic,Employees,Other,1.0,397.91
681,8/10/2019,151869,Male,35.0,Married,Texas,Basic,Unemployment,Card,0.0,2917.04
682,8/10/2019,151870,Female,26.0,Single,Florida,Basic,,PayPal,1.0,938.74
683,8/10/2019,151871,Female,63.0,Married,South Dakota,Gold,workers,Other,1.0,675.06
684,8/11/2019,151872,Male,78.0,Married,New Mexico,Basic,Employees,Card,0.0,1020.2
685,8/12/2019,151873,Male,56.0,Single,Nebraska,Basic,self-employed,Other,1.0,158.6
686,8/12/2019,151874,Female,53.0,Married,Washington,Platinum,workers,PayPal,1.0,218.06
687,8/12/2019,151875,Female,34.0,Married,Wisconsin,Basic,workers,Card,0.0,2814.33
688,8/12/2019,151876,Female,69.0,Married,Pennsylvania,Basic,,PayPal,1.0,101.23
689,8/13/2019,151877,Female,30.0,Single,Alaska,Basic,Employees,Card,0.0,1875.29
690,8/14/2019,151878,Female,31.0,Single,Kansas,Platinum,self-employed,PayPal,0.0,875.04
691,8/14/2019,151879,Female,57.0,Married,West Virginia,Platinum,Employees,PayPal,0.0,148.88
692,8/14/2019,151880,Male,55.0,Single,New Mexico,Basic,Employees,PayPal,1.0,
693,8/14/2019,151881,Female,76.0,Married,Arizona,Basic,Unemployment,PayPal,1.0,
694,8/14/2019,151882,Male,31.0,Single,Maine,Basic,self-employed,Other,0.0,216.26
695,8/14/2019,151883,Male,33.0,Single,Georgia,Platinum,Employees,PayPal,1.0,191.01
696,8/14/2019,151884,Female,40.0,Married,Wyoming,Silver,workers,Other,1.0,
697,8/14/2019,151885,Female,50.0,Single,Wyoming,Gold,Employees,Card,1.0,159.32
698,8/15/2019,151886,Male,26.0,Single,Montana,Gold,workers,PayPal,0.0,1150.77
699,8/15/2019,151887,Male,31.0,Single,South Dakota,Platinum,workers,PayPal,1.0,1124.26
700,8/15/2019,151888,Male,40.0,Single,Mississippi,Basic,self-employed,Other,,106.73
701,8/15/2019,151889,Male,67.0,Single,Mississippi,Basic,workers,Other,1.0,947.92
702,8/15/2019,151890,Male,34.0,Married,South Dakota,Missing,self-employed,Other,1.0,182.09
703,8/16/2019,151891,Female,56.0,Married,Idaho,Basic,Employees,Other,0.0,408.06
704,8/16/2019,151892,Female,34.0,Married,New Mexico,Platinum,self-employed,Card,1.0,1589.97
705,8/16/2019,151893,Female,48.0,Married,Missouri,Gold,workers,Card,1.0,2971.3
706,8/17/2019,151894,Male,40.0,Married,North Carolina,Silver,workers,Other,1.0,1651.4
707,8/17/2019,151895,Male,50.0,Single,Washington,Basic,self-employed,Other,1.0,
708,8/17/2019,151896,Female,75.0,Married,Alaska,Gold,Employees,PayPal,0.0,2615.89
709,8/17/2019,151897,Female,57.0,Married,Oregon,Silver,Employees,Card,1.0,1872.97
710,8/17/2019,151898,Male,27.0,Single,Utah,Basic,self-employed,PayPal,,1137.22
711,8/18/2019,151899,Female,40.0,Married,Massachusetts,Gold,Unemployment,PayPal,1.0,2705.93
712,8/18/2019,151900,Male,43.0,Married,Texas,Silver,Unemployment,Card,1.0,604.11
713,8/19/2019,151901,Male,72.0,Single,New York,Silver,Unemployment,Card,0.0,1488.16
714,8/20/2019,151902,Female,68.0,Single,Oregon,Basic,self-employed,PayPal,0.0,
715,8/20/2019,151903,Male,35.0,Married,Rhode Island,Gold,Employees,Other,1.0,2032.63
716,8/20/2019,151904,Female,37.0,Married,Arkansas,Gold,Unemployment,PayPal,1.0,887.97
717,8/21/2019,151905,Female,19.0,Married,Oklahoma,Silver,Employees,PayPal,1.0,725.91
718,8/22/2019,151906,Female,66.0,Married,Iowa,Basic,self-employed,Other,,588.61
719,8/22/2019,151907,Male,43.0,Married,Virginia,Silver,self-employed,Card,1.0,42.98
720,8/23/2019,151908,Female,19.0,Married,Nevada,Gold,Employees,Other,1.0,1895.93
721,8/23/2019,151909,Female,18.0,Married,New Hampshire,Platinum,Employees,PayPal,1.0,
722,8/23/2019,151910,Female,31.0,Single,Illinois,Silver,workers,PayPal,1.0,1322.08
723,8/23/2019,151911,Female,40.0,Single,Washington,Silver,workers,PayPal,1.0,182.35
724,8/24/2019,151912,Female,37.0,Married,New Mexico,Basic,Unemployment,Other,1.0,287.77
725,8/24/2019,151913,Female,73.0,Married,Iowa,Basic,workers,PayPal,1.0,1106.89
726,8/24/2019,151914,Female,29.0,Married,Maine,Basic,self-employed,Card,0.0,1295.42
727,8/25/2019,151915,Male,42.0,Single,West Virginia,Gold,self-employed,Card,0.0,608.33
728,8/25/2019,151916,Female,53.0,Married,Oregon,Basic,workers,PayPal,1.0,639.25
729,8/25/2019,151917,Female,15.0,Single,New Jersey,Silver,self-employed,PayPal,1.0,1417.01
730,8/25/2019,151918,Female,58.0,Married,Maine,Basic,self-employed,Other,1.0,2536.59
731,8/25/2019,151919,Female,74.0,Married,Georgia,Basic,workers,PayPal,1.0,861.93
732,8/26/2019,151920,Female,,Married,Indiana,Basic,Employees,Card,1.0,1239.91
733,8/26/2019,151921,Female,38.0,Married,Texas,Basic,Unemployment,PayPal,1.0,
734,8/26/2019,151922,Female,45.0,Single,Ohio,Basic,Employees,Other,0.0,1954.97
735,8/27/2019,151923,Male,45.0,Married,Louisiana,Basic,Employees,Other,,1671.72
736,8/27/2019,151924,Male,63.0,Married,Minnesota,Silver,Employees,Card,1.0,1142.52
737,8/27/2019,151925,Male,56.0,Single,Georgia,Basic,workers,PayPal,1.0,1567.64
738,8/28/2019,151926,Female,62.0,Married,Kentucky,Platinum,self-employed,PayPal,1.0,1326.95
739,8/28/2019,151927,Female,39.0,Married,Kansas,Basic,Employees,PayPal,0.0,
740,8/28/2019,151928,Male,35.0,Married,Nevada,Gold,self-employed,PayPal,0.0,1935.0
741,8/29/2019,151929,Male,25.0,Married,Idaho,Silver,self-employed,Other,1.0,2568.34
742,8/30/2019,151930,Male,25.0,Single,Colorado,Platinum,workers,PayPal,1.0,1198.81
743,8/30/2019,151931,Male,44.0,Single,Illinois,Basic,Employees,Card,1.0,2996.82
744,8/30/2019,151932,Female,22.0,Married,California,Basic,workers,PayPal,1.0,1510.28
745,8/30/2019,151933,Male,49.0,Single,Connecticut,Silver,self-employed,PayPal,0.0,896.07
746,8/30/2019,151934,Male,54.0,Single,Minnesota,Basic,self-employed,PayPal,0.0,227.66
747,8/31/2019,151935,Female,16.0,Married,South Dakota,Basic,Unemployment,Card,1.0,
748,9/1/2019,151936,Male,54.0,Single,Kentucky,Basic,workers,PayPal,1.0,2654.79
749,9/1/2019,151937,Female,39.0,Single,New York,Missing,workers,PayPal,1.0,1426.26
750,9/1/2019,151938,Male,,Married,Alaska,Basic,workers,PayPal,1.0,664.37
751,9/1/2019,151939,Female,56.0,Single,New Hampshire,Basic,Employees,Card,1.0,1049.31
752,9/2/2019,151940,Male,41.0,Married,South Carolina,Platinum,workers,PayPal,0.0,
753,9/2/2019,151941,Male,63.0,Married,Louisiana,Basic,self-employed,PayPal,0.0,383.85
754,9/2/2019,151942,Female,72.0,Single,Arizona,Missing,workers,Card,1.0,540.38
755,9/2/2019,151943,Female,,Single,Pennsylvania,Basic,Employees,Other,0.0,1431.32
756,9/3/2019,151944,Female,78.0,Married,New Hampshire,Basic,self-employed,PayPal,1.0,2966.31
757,9/3/2019,151945,Male,24.0,Single,Iowa,Platinum,Employees,Other,1.0,
758,9/4/2019,151946,Female,40.0,Married,Louisiana,Basic,workers,Other,1.0,326.44
759,9/4/2019,151947,Female,36.0,Married,Louisiana,Silver,Employees,PayPal,,681.16
760,9/5/2019,151948,Male,24.0,Married,Arizona,Platinum,workers,PayPal,1.0,1486.56
761,9/5/2019,151949,Male,78.0,Married,California,Basic,workers,PayPal,1.0,1106.53
762,9/6/2019,151950,Male,36.0,Married,West Virginia,Basic,Employees,PayPal,0.0,2540.97
763,9/6/2019,151951,Female,66.0,Married,South Carolina,Silver,Employees,Other,1.0,696.5
764,9/7/2019,151952,Male,59.0,Married,New Mexico,Basic,Employees,Other,1.0,1062.47
765,9/8/2019,151953,Female,44.0,Single,Wyoming,Basic,self-employed,PayPal,0.0,2960.98
766,9/8/2019,151954,Male,66.0,Single,Nebraska,Basic,workers,PayPal,1.0,81.37
767,9/8/2019,151955,Male,18.0,Married,Vermont,Gold,workers,PayPal,0.0,1521.84
768,9/8/2019,151956,Male,53.0,Married,Indiana,Basic,self-employed,Other,1.0,2070.51
769,9/8/2019,151957,Male,43.0,Married,Idaho,Gold,Employees,PayPal,1.0,
770,9/8/2019,151958,Male,72.0,Single,Rhode Island,Silver,Employees,PayPal,1.0,
771,9/10/2019,151959,Male,62.0,Married,New York,Missing,workers,PayPal,1.0,1804.6
772,9/11/2019,151960,Male,35.0,Single,Louisiana,Silver,workers,Other,1.0,
773,9/12/2019,151961,Male,18.0,Married,Ohio,Basic,Employees,PayPal,0.0,1733.78
774,9/12/2019,151962,Female,27.0,Single,Kentucky,Platinum,Employees,Card,1.0,
775,9/12/2019,151963,Female,59.0,Married,California,Missing,workers,Card,0.0,880.28
776,9/13/2019,151964,Male,36.0,Married,Colorado,Silver,Employees,PayPal,1.0,1276.2
777,9/13/2019,151965,Male,65.0,Married,South Carolina,Platinum,workers,Card,,56.63
778,9/13/2019,151966,Male,50.0,Married,Arkansas,Silver,Employees,PayPal,1.0,393.8
779,9/14/2019,151967,Female,24.0,Single,North Dakota,Basic,workers,PayPal,1.0,2902.97
780,9/14/2019,151968,Female,71.0,Married,Idaho,Basic,workers,Card,1.0,1657.33
781,9/14/2019,151969,Female,36.0,Single,New York,Basic,Employees,Other,,2018.28
782,9/14/2019,151970,Female,46.0,Single,Maine,Basic,Employees,Card,1.0,1031.63
783,9/15/2019,151971,Female,55.0,Single,Missouri,Platinum,workers,PayPal,1.0,779.96
784,9/15/2019,151972,Male,52.0,Single,Colorado,Basic,Employees,Other,1.0,1868.24
785,9/15/2019,151973,Female,29.0,Married,Rhode Island,Missing,self-employed,PayPal,1.0,2513.36
786,9/16/2019,151974,Male,32.0,Single,Arkansas,Basic,Employees,PayPal,1.0,2733.0
787,9/16/2019,151975,Male,66.0,Single,Indiana,Basic,workers,PayPal,1.0,435.3
788,9/16/2019,151976,Male,71.0,Single,Oregon,Platinum,,PayPal,1.0,1188.81
789,9/17/2019,151977,Female,17.0,Married,West Virginia,Basic,self-employed,PayPal,1.0,1746.63
790,9/18/2019,151978,Male,37.0,Single,Wyoming,Silver,self-employed,PayPal,0.0,1833.14
791,9/18/2019,151979,Female,34.0,Married,New Jersey,Platinum,Unemployment,PayPal,1.0,
792,9/19/2019,151980,Male,48.0,Married,Connecticut,Basic,workers,PayPal,1.0,1068.9
793,9/19/2019,151981,Female,56.0,Single,Maine,Gold,Employees,PayPal,1.0,2687.66
794,9/19/2019,151982,Female,61.0,Married,Missouri,Basic,workers,PayPal,1.0,623.55
795,9/20/2019,151983,Female,28.0,Married,Virginia,Platinum,self-employed,PayPal,1.0,498.27
796,9/20/2019,151984,Female,54.0,Married,Utah,Gold,,Card,1.0,243.97
797,9/20/2019,151985,Female,76.0,Married,Michigan,Gold,Employees,Card,1.0,539.1
798,9/20/2019,151986,Female,75.0,Married,Tennessee,Missing,self-employed,Other,0.0,333.9
799,9/21/2019,151987,Female,74.0,Married,Massachusetts,Basic,Employees,Other,1.0,68.46
800,9/22/2019,151988,Male,69.0,Single,Georgia,Missing,Employees,PayPal,1.0,294.04
801,9/22/2019,151989,Male,52.0,Married,Indiana,Silver,Employees,PayPal,0.0,675.01
802,9/23/2019,151990,Female,33.0,Single,Wisconsin,Platinum,self-employed,PayPal,1.0,1809.6
803,9/23/2019,151991,Female,33.0,Married,Wisconsin,Gold,workers,Card,0.0,1085.15
804,9/23/2019,151992,Female,35.0,Married,California,Basic,Unemployment,Card,0.0,564.27
805,9/23/2019,151993,Female,60.0,Married,California,Silver,Employees,Card,1.0,2407.99
806,9/23/2019,151994,Female,,Married,Alabama,Basic,workers,PayPal,1.0,
807,9/24/2019,151995,Male,32.0,Married,Nevada,Silver,self-employed,PayPal,,2842.61
808,9/24/2019,151996,Male,20.0,Single,Virginia,Basic,Employees,PayPal,1.0,234.15
809,9/24/2019,151997,Female,69.0,Single,Arizona,Basic,workers,PayPal,1.0,195.25
810,9/25/2019,151998,Female,30.0,Married,Michigan,Basic,self-employed,Other,1.0,490.23
811,9/25/2019,151999,Female,34.0,Single,Arkansas,Platinum,self-employed,Card,1.0,636.89
812,9/25/2019,152000,Male,40.0,Married,Hawaii,Silver,Employees,PayPal,1.0,1931.67
813,9/25/2019,152001,Male,37.0,Married,Tennessee,Silver,Employees,Card,0.0,1948.66
814,9/25/2019,152002,Female,22.0,Single,South Dakota,Gold,Employees,Card,0.0,2007.54
815,9/25/2019,152003,Female,26.0,Married,West Virginia,Missing,self-employed,Card,1.0,2020.07
816,9/25/2019,152004,Female,43.0,Single,Idaho,Gold,Employees,PayPal,1.0,1227.65
817,9/26/2019,152005,Female,39.0,Married,Massachusetts,Silver,workers,PayPal,0.0,2010.7
818,9/27/2019,152006,Female,46.0,Single,Washington,Gold,Employees,Card,1.0,553.18
819,9/27/2019,152007,Male,31.0,Single,Oregon,Silver,self-employed,Card,1.0,2584.24
820,9/28/2019,152008,Male,70.0,Single,Kentucky,Silver,self-employed,Card,1.0,1503.63
821,9/28/2019,152009,Female,72.0,Single,New Mexico,Basic,workers,PayPal,1.0,361.19
822,9/28/2019,152010,Female,67.0,Married,Tennessee,Silver,workers,Card,0.0,2918.71
823,9/29/2019,152011,Male,78.0,Single,Idaho,Platinum,workers,PayPal,1.0,1421.55
824,9/30/2019,152012,Male,45.0,Married,Missouri,Gold,Employees,Other,0.0,
825,9/30/2019,152013,Female,30.0,Married,Mississippi,Basic,Employees,PayPal,1.0,532.29
826,9/30/2019,152014,Female,,Married,Mississippi,Gold,Employees,Other,1.0,1250.55
827,9/30/2019,152015,Female,77.0,Married,New York,Platinum,workers,Card,1.0,
828,9/30/2019,152016,Female,26.0,Single,Arizona,Basic,workers,PayPal,1.0,1799.49
829,10/1/2019,152017,Female,59.0,Single,Virginia,Platinum,workers,Other,1.0,235.99
830,10/1/2019,152018,Female,28.0,Married,California,Gold,workers,Card,1.0,1887.3
831,10/1/2019,152019,Male,53.0,Single,Alabama,Basic,Employees,PayPal,1.0,114.85
832,10/1/2019,152020,Female,47.0,Married,Texas,Basic,Employees,PayPal,1.0,1679.77
833,10/1/2019,152021,Female,41.0,Married,South Carolina,Basic,workers,Card,0.0,486.79
834,10/1/2019,152022,Male,73.0,Married,Tennessee,Basic,workers,Other,1.0,663.83
835,10/1/2019,152023,Male,48.0,Single,West Virginia,Platinum,Employees,Other,1.0,44.75
836,10/1/2019,152024,Female,71.0,Single,Connecticut,Basic,Employees,Other,1.0,2640.15
837,10/1/2019,152025,Male,51.0,Single,Massachusetts,Missing,Unemployment,Card,1.0,
838,10/2/2019,152026,Male,69.0,Married,Maryland,Basic,Employees,PayPal,0.0,1121.33
839,10/2/2019,152027,Female,20.0,Single,Colorado,Basic,Employees,PayPal,1.0,910.33
840,10/2/2019,152028,Male,41.0,Married,Arkansas,Missing,Employees,PayPal,1.0,56.13
841,10/2/2019,152029,Male,55.0,Married,North Carolina,Silver,Employees,Card,1.0,1828.98
842,10/3/2019,152030,Female,37.0,Married,New Mexico,Basic,workers,Card,0.0,1122.19
