Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
7/23/2019,151812,,53,Married,Wisconsin,Silver,workers,PayPal,1,467.43
7/23/2019,151813,Female,67,Single,Utah,Basic,self-employed,Card,0,1364.98
7/23/2019,151814,Female,36,Single,Vermont,Silver,Employees,Card,1,
7/23/2019,151815,Female,68,Single,Michigan,Basic,workers,PayPal,1,104.54
7/23/2019,151816,Female,43,Married,South Dakota,Basic,self-employed,Other,1,2527.24
7/24/2019,151817,Male,64,Married,Idaho,Silver,workers,PayPal,1,1935.35
7/25/2019,151818,Female,46,Single,Missouri,Basic,Unemployment,Card,0,129.95
7/25/2019,151819,Male,75,Married,Delaware,Silver,self-employed,Card,1,
7/25/2019,151820,Female,41,Single,Hawaii,Basic,self-employed,PayPal,1,2623.07
7/25/2019,151821,Female,77,Single,Utah,Gold,workers,Other,1,1902.46
7/25/2019,151822,Female,38,Single,New Hampshire,Gold,self-employed,PayPal,1,1873.51
7/26/2019,151823,Female,50,Married,Vermont,Gold,workers,Other,1,1349.31
7/26/2019,151824,Female,46,Married,Ohio,Platinum,workers,Card,1,2081.86
7/27/2019,151825,Male,64,Married,Louisiana,Platinum,workers,Card,0,841.44
7/27/2019,151826,Male,67,Single,Nebraska,Gold,workers,PayPal,0,
7/28/2019,151827,Male,62,Single,Oregon,Platinum,workers,Other,,767.69
7/28/2019,151828,Male,69,Married,Oregon,Basic,Employees,Other,1,306.16
7/28/2019,151829,Male,59,Married,Maryland,Basic,self-employed,PayPal,0,533.64
7/28/2019,151830,Male,39,Married,Montana,Platinum,Unemployment,Other,0,
7/29/2019,151831,Female,40,Married,Florida,Platinum,workers,PayPal,1,696.84
7/29/2019,151832,Female,75,Single,Michigan,Basic,workers,PayPal,0,169.82
7/29/2019,151833,Female,40,Married,South Dakota,Basic,self-employed,PayPal,1,
7/29/2019,151834,Female,54,Married,Hawaii,Basic,workers,Other,,1208.94
7/29/2019,151835,Male,45,Married,Tennessee,Missing,Employees,PayPal,1,117.56
7/29/2019,151836,Male,36,Married,Washington,Silver,workers,Card,1,2055.39
7/30/2019,151837,Female,40,Single,Illinois,Basic,Unemployment,PayPal,1,1160.65
7/30/2019,151838,Female,68,Married,Arkansas,Silver,workers,PayPal,1,1044.78
7/30/2019,151839,Female,55,Single,Connecticut,Gold,workers,Other,1,2776.96
7/31/2019,151840,Male,32,Single,Arizona,Silver,Unemployment,PayPal,0,762.74
7/31/2019,151841,Female,72,Single,New Mexico,Basic,self-employed,PayPal,1,1717.11
8/1/2019,151842,Female,62,Single,Minnesota,Platinum,Unemployment,Other,1,1650.65
8/1/2019,151843,Female,55,Married,Pennsylvania,Basic,Unemployment,Other,1,2917.55
8/2/2019,151844,Female,18,Single,Michigan,Missing,self-employed,PayPal,0,1689.33
8/2/2019,151845,Female,,Single,Vermont,Platinum,workers,PayPal,1,436.52
8/2/2019,151846,Female,53,Married,Oklahoma,Silver,Employees,PayPal,0,279.19
8/3/2019,151847,Male,61,Single,Hawaii,Basic,workers,Other,1,2863.09
8/3/2019,151848,,15,Married,Tennessee,Platinum,self-employed,PayPal,1,1921.83
8/5/2019,151849,Male,24,Married,Rhode Island,Basic,workers,Card,1,1157.79
8/5/2019,151850,Female,73,Single,New York,Silver,Employees,PayPal,0,
8/5/2019,151851,Male,24,Married,North Dakota,Silver,Employees,PayPal,0,1802.33
8/5/2019,151852,Female,35,Married,Connecticut,Gold,Employees,PayPal,0,702.87
8/5/2019,151853,Female,65,Married,Arizona,Platinum,workers,PayPal,0,1534.1
8/5/2019,151854,Male,35,Single,Indiana,Missing,Unemployment,PayPal,1,1357.68
8/6/2019,151855,Female,22,Married,Michigan,Gold,Employees,PayPal,0,2960.52
8/6/2019,151856,Female,15,Married,Florida,Basic,Employees,Other,1,756.95
8/6/2019,151857,Female,65,Married,West Virginia,Basic,workers,PayPal,1,264.74
8/7/2019,151858,Male,65,Single,North Carolina,Missing,self-employed,PayPal,,1759.15
8/7/2019,151859,Female,63,Married,Massachusetts,Gold,self-employed,PayPal,1,2487.49
8/8/2019,151860,Male,47,Single,Arizona,Basic,Employees,Card,1,677.54
8/8/2019,151861,Female,38,Married,South Dakota,Platinum,Employees,PayPal,1,501.86
8/8/2019,151862,Female,42,Married,Minnesota,Platinum,workers,Card,,
8/8/2019,151863,Male,16,Single,New York,Silver,Employees,PayPal,1,1297.29
8/8/2019,151864,Male,57,Single,Massachusetts,Basic,Employees,PayPal,0,697.55
8/8/2019,151865,Male,55,Married,New Mexico,Basic,workers,Other,1,1121.06
8/8/2019,151866,Female,55,Single,North Carolina,Missing,workers,Other,1,391.88
8/9/2019,151867,Female,28,Single,Utah,Platinum,Unemployment,PayPal,1,945.26
8/10/2019,151868,Female,37,Married,Montana,Basic,Employees,Other,1,397.91
8/10/2019,151869,Male,35,Married,Texas,Basic,Unemployment,Card,0,2917.04
8/10/2019,151870,Female,26,Single,Florida,Basic,,PayPal,1,938.74
8/10/2019,151871,Female,63,Married,South Dakota,Gold,workers,Other,1,675.06
8/11/2019,151872,Male,78,Married,New Mexico,Basic,Employees,Card,0,1020.2
8/12/2019,151873,Male,56,Single,Nebraska,Basic,self-employed,Other,1,158.6
8/12/2019,151874,Female,53,Married,Washington,Platinum,workers,PayPal,1,218.06
8/12/2019,151875,Female,34,Married,Wisconsin,Basic,workers,Card,0,2814.33
8/12/2019,151876,Female,69,Married,Pennsylvania,Basic,,PayPal,1,101.23
8/13/2019,151877,Female,30,Single,Alaska,Basic,Employees,Card,0,1875.29
8/14/2019,151878,Female,31,Single,Kansas,Platinum,self-employed,PayPal,0,875.04
8/14/2019,151879,Female,57,Married,West Virginia,Platinum,Employees,PayPal,0,148.88
8/14/2019,151880,Male,55,Single,New Mexico,Basic,Employees,PayPal,1,
8/14/2019,151881,Female,76,Married,Arizona,Basic,Unemployment,PayPal,1,
8/14/2019,151882,Male,31,Single,Maine,Basic,self-employed,Other,0,216.26
8/14/2019,151883,Male,33,Single,Georgia,Platinum,Employees,PayPal,1,191.01
8/14/2019,151884,Female,40,Married,Wyoming,Silver,workers,Other,1,
8/14/2019,151885,Female,50,Single,Wyoming,Gold,Employees,Card,1,159.32
8/15/2019,151886,Male,26,Single,Montana,Gold,workers,PayPal,0,1150.77
8/15/2019,151887,Male,31,Single,South Dakota,Platinum,workers,PayPal,1,1124.26
8/15/2019,151888,Male,40,Single,Mississippi,Basic,self-employed,Other,,106.73
8/15/2019,151889,Male,67,Single,Mississippi,Basic,workers,Other,1,947.92
8/15/2019,151890,Male,34,Married,South Dakota,Missing,self-employed,Other,1,182.09
8/16/2019,151891,Female,56,Married,Idaho,Basic,Employees,Other,0,408.06
8/16/2019,151892,Female,34,Married,New Mexico,Platinum,self-employed,Card,1,1589.97
8/16/2019,151893,Female,48,Married,Missouri,Gold,workers,Card,1,2971.3
8/17/2019,151894,Male,40,Married,North Carolina,Silver,workers,Other,1,1651.4
8/17/2019,151895,Male,50,Single,Washington,Basic,self-employed,Other,1,
8/17/2019,151896,Female,75,Married,Alaska,Gold,Employees,PayPal,0,2615.89
8/17/2019,151897,Female,57,Married,Oregon,Silver,Employees,Card,1,1872.97
8/17/2019,151898,Male,27,Single,Utah,Basic,self-employed,PayPal,,1137.22
8/18/2019,151899,Female,40,Married,Massachusetts,Gold,Unemployment,PayPal,1,2705.93
8/18/2019,151900,Male,43,Married,Texas,Silver,Unemployment,Card,1,604.11
8/19/2019,151901,Male,72,Single,New York,Silver,Unemployment,Card,0,1488.16
8/20/2019,151902,Female,68,Single,Oregon,Basic,self-employed,PayPal,0,
8/20/2019,151903,Male,35,Married,Rhode Island,Gold,Employees,Other,1,2032.63
8/20/2019,151904,Female,37,Married,Arkansas,Gold,Unemployment,PayPal,1,887.97
8/21/2019,151905,Female,19,Married,Oklahoma,Silver,Employees,PayPal,1,725.91
8/22/2019,151906,Female,66,Married,Iowa,Basic,self-employed,Other,,588.61
8/22/2019,151907,Male,43,Married,Virginia,Silver,self-employed,Card,1,42.98
8/23/2019,151908,Female,19,Married,Nevada,Gold,Employees,Other,1,1895.93
8/23/2019,151909,Female,18,Married,New Hampshire,Platinum,Employees,PayPal,1,
8/23/2019,151910,Female,31,Single,Illinois,Silver,workers,PayPal,1,1322.08
8/23/2019,151911,Female,40,Single,Washington,Silver,workers,PayPal,1,182.35
8/24/2019,151912,Female,37,Married,New Mexico,Basic,Unemployment,Other,1,287.77
8/24/2019,151913,Female,73,Married,Iowa,Basic,workers,PayPal,1,1106.89
8/24/2019,151914,Female,29,Married,Maine,Basic,self-employed,Card,0,1295.42
8/25/2019,151915,Male,42,Single,West Virginia,Gold,self-employed,Card,0,608.33
8/25/2019,151916,Female,53,Married,Oregon,Basic,workers,PayPal,1,639.25
8/25/2019,151917,Female,15,Single,New Jersey,Silver,self-employed,PayPal,1,1417.01
8/25/2019,151918,Female,58,Married,Maine,Basic,self-employed,Other,1,2536.59
8/25/2019,151919,Female,74,Married,Georgia,Basic,workers,PayPal,1,861.93
8/26/2019,151920,Female,,Married,Indiana,Basic,Employees,Card,1,1239.91
8/26/2019,151921,Female,38,Married,Texas,Basic,Unemployment,PayPal,1,
8/26/2019,151922,Female,45,Single,Ohio,Basic,Employees,Other,0,1954.97
8/27/2019,151923,Male,45,Married,Louisiana,Basic,Employees,Other,,1671.72
8/27/2019,151924,Male,63,Married,Minnesota,Silver,Employees,Card,1,1142.52
8/27/2019,151925,Male,56,Single,Georgia,Basic,workers,PayPal,1,1567.64
8/28/2019,151926,Female,62,Married,Kentucky,Platinum,self-employed,PayPal,1,1326.95
8/28/2019,151927,Female,39,Married,Kansas,Basic,Employees,PayPal,0,
8/28/2019,151928,Male,35,Married,Nevada,Gold,self-employed,PayPal,0,1935
8/29/2019,151929,Male,25,Married,Idaho,Silver,self-employed,Other,1,2568.34
8/30/2019,151930,Male,25,Single,Colorado,Platinum,workers,PayPal,1,1198.81
8/30/2019,151931,Male,44,Single,Illinois,Basic,Employees,Card,1,2996.82
8/30/2019,151932,Female,22,Married,California,Basic,workers,PayPal,1,1510.28
8/30/2019,151933,Male,49,Single,Connecticut,Silver,self-employed,PayPal,0,896.07
8/30/2019,151934,Male,54,Single,Minnesota,Basic,self-employed,PayPal,0,227.66
8/31/2019,151935,Female,16,Married,South Dakota,Basic,Unemployment,Card,1,
9/1/2019,151936,Male,54,Single,Kentucky,Basic,workers,PayPal,1,2654.79
9/1/2019,151937,Female,39,Single,New York,Missing,workers,PayPal,1,1426.26
9/1/2019,151938,Male,,Married,Alaska,Basic,workers,PayPal,1,664.37
9/1/2019,151939,Female,56,Single,New Hampshire,Basic,Employees,Card,1,1049.31
9/2/2019,151940,Male,41,Married,South Carolina,Platinum,workers,PayPal,0,
9/2/2019,151941,Male,63,Married,Louisiana,Basic,self-employed,PayPal,0,383.85
9/2/2019,151942,Female,72,Single,Arizona,Missing,workers,Card,1,540.38
9/2/2019,151943,Female,,Single,Pennsylvania,Basic,Employees,Other,0,1431.32
9/3/2019,151944,Female,78,Married,New Hampshire,Basic,self-employed,PayPal,1,2966.31
9/3/2019,151945,Male,24,Single,Iowa,Platinum,Employees,Other,1,
9/4/2019,151946,Female,40,Married,Louisiana,Basic,workers,Other,1,326.44
9/4/2019,151947,Female,36,Married,Louisiana,Silver,Employees,PayPal,,681.16
9/5/2019,151948,Male,24,Married,Arizona,Platinum,workers,PayPal,1,1486.56
9/5/2019,151949,Male,78,Married,California,Basic,workers,PayPal,1,1106.53
9/6/2019,151950,Male,36,Married,West Virginia,Basic,Employees,PayPal,0,2540.97
9/6/2019,151951,Female,66,Married,South Carolina,Silver,Employees,Other,1,696.5
9/7/2019,151952,Male,59,Married,New Mexico,Basic,Employees,Other,1,1062.47
9/8/2019,151953,Female,44,Single,Wyoming,Basic,self-employed,PayPal,0,2960.98
9/8/2019,151954,Male,66,Single,Nebraska,Basic,workers,PayPal,1,81.37
9/8/2019,151955,Male,18,Married,Vermont,Gold,workers,PayPal,0,1521.84
9/8/2019,151956,Male,53,Married,Indiana,Basic,self-employed,Other,1,2070.51
9/8/2019,151957,Male,43,Married,Idaho,Gold,Employees,PayPal,1,
9/8/2019,151958,Male,72,Single,Rhode Island,Silver,Employees,PayPal,1,
9/10/2019,151959,Male,62,Married,New York,Missing,workers,PayPal,1,1804.6
9/11/2019,151960,Male,35,Single,Louisiana,Silver,workers,Other,1,
9/12/2019,151961,Male,18,Married,Ohio,Basic,Employees,PayPal,0,1733.78
9/12/2019,151962,Female,27,Single,Kentucky,Platinum,Employees,Card,1,
9/12/2019,151963,Female,59,Married,California,Missing,workers,Card,0,880.28
9/13/2019,151964,Male,36,Married,Colorado,Silver,Employees,PayPal,1,1276.2
9/13/2019,151965,Male,65,Married,South Carolina,Platinum,workers,Card,,56.63
9/13/2019,151966,Male,50,Married,Arkansas,Silver,Employees,PayPal,1,393.8
9/14/2019,151967,Female,24,Single,North Dakota,Basic,workers,PayPal,1,2902.97
9/14/2019,151968,Female,71,Married,Idaho,Basic,workers,Card,1,1657.33
9/14/2019,151969,Female,36,Single,New York,Basic,Employees,Other,,2018.28
9/14/2019,151970,Female,46,Single,Maine,Basic,Employees,Card,1,1031.63
9/15/2019,151971,Female,55,Single,Missouri,Platinum,workers,PayPal,1,779.96
9/15/2019,151972,Male,52,Single,Colorado,Basic,Employees,Other,1,1868.24
9/15/2019,151973,Female,29,Married,Rhode Island,Missing,self-employed,PayPal,1,2513.36
9/16/2019,151974,Male,32,Single,Arkansas,Basic,Employees,PayPal,1,2733
9/16/2019,151975,Male,66,Single,Indiana,Basic,workers,PayPal,1,435.3
9/16/2019,151976,Male,71,Single,Oregon,Platinum,,PayPal,1,1188.81
9/17/2019,151977,Female,17,Married,West Virginia,Basic,self-employed,PayPal,1,1746.63
9/18/2019,151978,Male,37,Single,Wyoming,Silver,self-employed,PayPal,0,1833.14
9/18/2019,151979,Female,34,Married,New Jersey,Platinum,Unemployment,PayPal,1,
9/19/2019,151980,Male,48,Married,Connecticut,Basic,workers,PayPal,1,1068.9
9/19/2019,151981,Female,56,Single,Maine,Gold,Employees,PayPal,1,2687.66
9/19/2019,151982,Female,61,Married,Missouri,Basic,workers,PayPal,1,623.55
9/20/2019,151983,Female,28,Married,Virginia,Platinum,self-employed,PayPal,1,498.27
9/20/2019,151984,Female,54,Married,Utah,Gold,,Card,1,243.97
9/20/2019,151985,Female,76,Married,Michigan,Gold,Employees,Card,1,539.1
9/20/2019,151986,Female,75,Married,Tennessee,Missing,self-employed,Other,0,333.9
9/21/2019,151987,Female,74,Married,Massachusetts,Basic,Employees,Other,1,68.46
9/22/2019,151988,Male,69,Single,Georgia,Missing,Employees,PayPal,1,294.04
9/22/2019,151989,Male,52,Married,Indiana,Silver,Employees,PayPal,0,675.01
9/23/2019,151990,Female,33,Single,Wisconsin,Platinum,self-employed,PayPal,1,1809.6
9/23/2019,151991,Female,33,Married,Wisconsin,Gold,workers,Card,0,1085.15
9/23/2019,151992,Female,35,Married,California,Basic,Unemployment,Card,0,564.27
9/23/2019,151993,Female,60,Married,California,Silver,Employees,Card,1,2407.99
9/23/2019,151994,Female,,Married,Alabama,Basic,workers,PayPal,1,
9/24/2019,151995,Male,32,Married,Nevada,Silver,self-employed,PayPal,,2842.61
9/24/2019,151996,Male,20,Single,Virginia,Basic,Employees,PayPal,1,234.15
9/24/2019,151997,Female,69,Single,Arizona,Basic,workers,PayPal,1,195.25
9/25/2019,151998,Female,30,Married,Michigan,Basic,self-employed,Other,1,490.23
9/25/2019,151999,Female,34,Single,Arkansas,Platinum,self-employed,Card,1,636.89
9/25/2019,152000,Male,40,Married,Hawaii,Silver,Employees,PayPal,1,1931.67
9/25/2019,152001,Male,37,Married,Tennessee,Silver,Employees,Card,0,1948.66
9/25/2019,152002,Female,22,Single,South Dakota,Gold,Employees,Card,0,2007.54
9/25/2019,152003,Female,26,Married,West Virginia,Missing,self-employed,Card,1,2020.07
9/25/2019,152004,Female,43,Single,Idaho,Gold,Employees,PayPal,1,1227.65
9/26/2019,152005,Female,39,Married,Massachusetts,Silver,workers,PayPal,0,2010.7
9/27/2019,152006,Female,46,Single,Washington,Gold,Employees,Card,1,553.18
9/27/2019,152007,Male,31,Single,Oregon,Silver,self-employed,Card,1,2584.24
9/28/2019,152008,Male,70,Single,Kentucky,Silver,self-employed,Card,1,1503.63
9/28/2019,152009,Female,72,Single,New Mexico,Basic,workers,PayPal,1,361.19
9/28/2019,152010,Female,67,Married,Tennessee,Silver,workers,Card,0,2918.71
9/29/2019,152011,Male,78,Single,Idaho,Platinum,workers,PayPal,1,1421.55
9/30/2019,152012,Male,45,Married,Missouri,Gold,Employees,Other,0,
9/30/2019,152013,Female,30,Married,Mississippi,Basic,Employees,PayPal,1,532.29
9/30/2019,152014,Female,,Married,Mississippi,Gold,Employees,Other,1,1250.55
9/30/2019,152015,Female,77,Married,New York,Platinum,workers,Card,1,
9/30/2019,152016,Female,26,Single,Arizona,Basic,workers,PayPal,1,1799.49
10/1/2019,152017,Female,59,Single,Virginia,Platinum,workers,Other,1,235.99
10/1/2019,152018,Female,28,Married,California,Gold,workers,Card,1,1887.3
10/1/2019,152019,Male,53,Single,Alabama,Basic,Employees,PayPal,1,114.85
10/1/2019,152020,Female,47,Married,Texas,Basic,Employees,PayPal,1,1679.77
10/1/2019,152021,Female,41,Married,South Carolina,Basic,workers,Card,0,486.79
10/1/2019,152022,Male,73,Married,Tennessee,Basic,workers,Other,1,663.83
10/1/2019,152023,Male,48,Single,West Virginia,Platinum,Employees,Other,1,44.75
10/1/2019,152024,Female,71,Single,Connecticut,Basic,Employees,Other,1,2640.15
10/1/2019,152025,Male,51,Single,Massachusetts,Missing,Unemployment,Card,1,
10/2/2019,152026,Male,69,Married,Maryland,Basic,Employees,PayPal,0,1121.33
10/2/2019,152027,Female,20,Single,Colorado,Basic,Employees,PayPal,1,910.33
10/2/2019,152028,Male,41,Married,Arkansas,Missing,Employees,PayPal,1,56.13
10/2/2019,152029,Male,55,Married,North Carolina,Silver,Employees,Card,1,1828.98
10/3/2019,152030,Female,37,Married,New Mexico,Basic,workers,Card,0,1122.19
10/3/2019,152031,Female,34,Single,Arkansas,Gold,self-employed,PayPal,1,72.69
10/4/2019,152032,Female,28,Single,Nevada,Basic,Employees,Card,1,1286.07
10/5/2019,152033,Female,63,Married,New Mexico,Gold,Employees,Card,1,1913.23
10/5/2019,152034,Female,30,Single,New Jersey,Basic,workers,Other,0,1513.31
10/5/2019,152035,Female,24,Married,Nebraska,Basic,workers,Card,1,1083.55
10/6/2019,152036,Male,62,Married,North Dakota,Basic,workers,PayPal,0,1724.57
10/6/2019,152037,,57,Married,Oregon,Basic,workers,PayPal,1,882.42
10/7/2019,152038,Female,51,Single,North Carolina,Platinum,Employees,Card,1,2567.73
10/8/2019,152039,Male,55,Single,North Dakota,Silver,Employees,Card,1,719.14
10/8/2019,152040,Male,63,Married,Maine,Basic,workers,PayPal,0,1908.42
10/8/2019,152041,Female,19,Single,Washington,Basic,workers,Card,1,1283.18
10/8/2019,152042,Female,16,Married,Virginia,Silver,workers,PayPal,,1141.17
10/8/2019,152043,Male,55,Married,Ohio,Basic,self-employed,Other,1,2864.12
10/9/2019,152044,Female,47,Single,Alaska,Basic,Employees,PayPal,1,1094.78
10/9/2019,152045,Female,,Single,Illinois,Silver,Employees,Other,1,1494.24
10/9/2019,152046,Female,54,Married,Delaware,Basic,Employees,Other,1,2557.92
10/10/2019,152047,Male,63,Married,Alabama,Basic,self-employed,PayPal,1,2876.36
10/10/2019,152048,Male,26,Single,Maryland,Silver,Unemployment,PayPal,1,5.55
10/10/2019,152049,Male,59,Single,Louisiana,Basic,Employees,Card,0,
10/10/2019,152050,Male,56,Married,Kentucky,Gold,workers,Card,1,
10/10/2019,152051,Male,36,Married,Mississippi,Basic,self-employed,Other,1,1824.67
10/11/2019,152052,Female,78,Married,California,Gold,workers,PayPal,1,1493.76
10/11/2019,152053,Female,41,Married,Oklahoma,Basic,workers,PayPal,0,568.27
10/11/2019,152054,Female,49,Married,Vermont,Basic,Employees,PayPal,1,2904.15
10/12/2019,152055,Female,21,Single,Georgia,Basic,Employees,Card,1,34.43
10/12/2019,152056,Male,75,Single,North Dakota,Platinum,workers,Card,1,2068.44
10/12/2019,152057,Female,32,Single,Wisconsin,Gold,self-employed,Card,1,2609.7
10/12/2019,152058,Female,70,Single,California,Missing,self-employed,Other,1,534.76
10/12/2019,152059,Female,75,Married,Nebraska,Missing,self-employed,Other,0,2645.93
10/12/2019,152060,Female,64,Married,Arizona,Basic,workers,PayPal,1,74.93
10/12/2019,152061,Female,49,Married,Rhode Island,Silver,Employees,Other,0,2624
10/13/2019,152062,Male,56,Married,Michigan,Silver,Employees,Card,0,2086
10/13/2019,152063,Female,72,Single,North Dakota,Basic,workers,Card,1,1357.6
10/13/2019,152064,Female,38,Married,Minnesota,Missing,Employees,PayPal,,1777.31
10/14/2019,152065,Female,40,Single,Arizona,Gold,self-employed,Other,1,2513.75
10/14/2019,152066,Male,26,Married,Florida,Missing,workers,PayPal,0,2705.36
10/14/2019,152067,Male,42,Single,Alabama,Basic,Employees,Other,0,1691.62
10/15/2019,152068,Male,65,Single,West Virginia,Missing,workers,Card,0,1840.03
10/15/2019,152069,Female,46,Single,Michigan,Platinum,Unemployment,Card,0,2051.18
10/15/2019,152070,Male,51,Married,Alabama,Platinum,self-employed,Other,1,1367.77
10/16/2019,152071,Male,71,Single,Alaska,Basic,Employees,Other,0,768.38
10/16/2019,152072,Male,39,Single,Maine,Silver,workers,Other,1,
10/16/2019,152073,Male,75,Single,Iowa,Platinum,workers,PayPal,,1639.73
10/16/2019,152074,Female,59,Married,Delaware,Basic,workers,Other,0,2466.37
10/16/2019,152075,Female,27,Single,Delaware,Basic,Employees,PayPal,1,936.39
10/16/2019,152076,Male,36,Single,Kansas,Basic,Unemployment,Card,0,2744.96
10/16/2019,152077,Female,44,Single,Rhode Island,Platinum,Employees,Card,1,1595.06
10/16/2019,152078,Female,24,Married,Wyoming,Basic,Unemployment,PayPal,1,566.58
10/17/2019,152079,Female,35,Married,North Dakota,Silver,Employees,Card,0,
10/17/2019,152080,Male,75,Married,Louisiana,Platinum,workers,Other,1,429.08
10/18/2019,152081,Male,40,Single,Mississippi,Basic,Unemployment,Other,0,1462.02
10/18/2019,152082,Male,42,Married,Maine,Basic,Employees,Card,1,39.84
10/18/2019,152083,Female,64,Single,Minnesota,Silver,workers,Other,1,1734.67
10/18/2019,152084,Male,26,Single,Massachusetts,Gold,self-employed,Card,1,297.61
10/18/2019,152085,Male,21,Single,Wyoming,Basic,workers,Other,1,492.74
10/19/2019,152086,Male,63,Single,Delaware,Silver,workers,PayPal,1,872.01
10/19/2019,152087,Male,21,Married,Wisconsin,Platinum,self-employed,Card,1,417.6
10/19/2019,152088,Female,46,Single,Arkansas,Silver,workers,PayPal,1,1430.93
10/19/2019,152089,Male,53,Married,Tennessee,Basic,self-employed,Card,0,
10/19/2019,152090,Female,45,Single,Georgia,Platinum,workers,Card,1,341.39
10/20/2019,152091,Female,61,Single,Louisiana,Basic,Employees,PayPal,0,901.66
10/20/2019,152092,Male,78,Single,Vermont,Basic,workers,PayPal,0,192.77
10/20/2019,152093,Male,73,Married,South Dakota,Platinum,Unemployment,PayPal,1,1713.58
10/21/2019,152094,Female,17,Single,Minnesota,Platinum,Employees,Card,1,99.77
10/21/2019,152095,Male,68,Married,New York,Basic,workers,PayPal,1,
10/21/2019,152096,Female,65,Single,Louisiana,Gold,Employees,PayPal,0,1208.88
10/21/2019,152097,Male,22,Married,Wisconsin,Basic,workers,PayPal,0,471.95
10/22/2019,152098,Male,43,Single,West Virginia,Basic,workers,PayPal,1,2065.03
10/22/2019,152099,Female,16,Single,Connecticut,Basic,self-employed,PayPal,,1644.06
10/23/2019,152100,Female,51,Married,Ohio,Basic,Unemployment,PayPal,1,678.47
10/23/2019,152101,Male,50,Married,Colorado,Basic,Employees,PayPal,1,1412.72
10/24/2019,152102,Female,59,Married,Minnesota,Platinum,self-employed,Card,1,2053.25
10/24/2019,152103,Female,35,Married,Wisconsin,Basic,self-employed,PayPal,,976.02
10/25/2019,152104,Male,33,Married,Oklahoma,Basic,workers,PayPal,0,1681.59
10/25/2019,152105,Male,28,Married,Utah,Basic,Employees,Card,1,975.11
10/26/2019,152106,Male,53,Single,Florida,Basic,Employees,PayPal,1,
10/26/2019,152107,Female,42,Married,Iowa,Gold,,Other,0,1425.99
10/27/2019,152108,Male,72,Single,New Hampshire,Silver,workers,Card,1,1822.43
10/28/2019,152109,Female,67,Single,Colorado,Gold,Unemployment,Card,1,577.53
10/28/2019,152110,Male,69,Married,Florida,Basic,Employees,Other,0,2649.13
10/28/2019,152111,Female,31,Single,New Hampshire,Basic,Employees,Other,1,1479.67
10/28/2019,152112,Female,52,Single,Georgia,Basic,workers,PayPal,1,1894.89
10/29/2019,152113,Male,75,Married,Hawaii,Platinum,Employees,PayPal,1,1687.41
10/29/2019,152114,Female,51,Single,West Virginia,Platinum,Unemployment,Card,0,522.04
10/29/2019,152115,Male,49,Single,Rhode Island,Silver,Employees,PayPal,0,1579.61
10/29/2019,152116,Male,18,Single,Illinois,Basic,self-employed,PayPal,1,2939.09
10/29/2019,152117,Male,61,Married,New Jersey,Missing,workers,Other,,1957.04
10/29/2019,152118,Male,66,Single,New Jersey,Silver,Unemployment,Other,,1095.15
10/29/2019,152119,Female,47,Married,North Dakota,Basic,Unemployment,Other,1,1208.12
11/1/2019,152120,Female,45,Single,Massachusetts,Silver,workers,Other,0,149.78
11/1/2019,152121,Female,26,Single,Kentucky,Basic,workers,Card,1,308.26
11/1/2019,152122,Female,53,Married,Iowa,Silver,Employees,Card,1,1901.61
11/2/2019,152123,Female,35,Married,Minnesota,Missing,workers,Card,1,1713.07
11/2/2019,152124,Female,41,Married,Minnesota,Basic,Employees,PayPal,1,199.6
11/2/2019,152125,Female,31,Married,Arkansas,Gold,Employees,Card,1,747.96
11/3/2019,152126,Male,57,Single,Massachusetts,Platinum,workers,Other,,2874.22
11/4/2019,152127,Female,32,Married,Pennsylvania,Platinum,Employees,PayPal,1,388.15
11/4/2019,152128,Female,22,Single,South Carolina,Gold,self-employed,Card,,2690.07
11/4/2019,152129,Female,47,Married,Florida,Gold,Employees,Other,0,1655.82
11/5/2019,152130,Male,18,Married,Virginia,Silver,Employees,PayPal,1,2683.09
11/6/2019,152131,Female,77,Single,Wisconsin,Basic,self-employed,Other,1,2978.08
11/6/2019,152132,Male,43,Married,Texas,Silver,Employees,Card,0,1726.25
11/6/2019,152133,Male,19,Married,Rhode Island,Basic,Unemployment,Other,1,536.85
11/7/2019,152134,Male,52,Married,Mississippi,Gold,Employees,PayPal,1,2809.83
11/7/2019,152135,Female,62,Married,Hawaii,Platinum,self-employed,PayPal,0,
11/8/2019,152136,Male,55,Single,Louisiana,Missing,self-employed,Other,,892.81
11/8/2019,152137,Female,69,Single,Washington,Basic,Employees,PayPal,1,313.56
11/9/2019,152138,Female,61,Married,Georgia,Gold,Employees,PayPal,0,296.68
11/9/2019,152139,Female,60,Single,Utah,Basic,Employees,Card,0,1488.16
11/9/2019,152140,Female,62,Married,Iowa,Basic,Unemployment,PayPal,0,1712.63
11/9/2019,152141,Female,37,Married,Rhode Island,Silver,workers,PayPal,1,2937.06
11/10/2019,152142,Female,28,Married,Illinois,Missing,Unemployment,PayPal,1,328.05
11/10/2019,152143,Female,67,Married,West Virginia,Gold,Employees,Card,1,1091.15
11/11/2019,152144,Male,42,Single,Tennessee,Platinum,Employees,Card,1,524.62
11/11/2019,152145,Male,28,Single,New Hampshire,Missing,workers,Card,1,1401.27
